document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
a71ea0ede601f09b48d88dbe9c060c60709a3a1c,train,Who does Carol marry?,Will Kennicott,Dr. Will Kennicott,Who does Carol marry ?,Will Kennicott,Dr. Will Kennicott
a71ea0ede601f09b48d88dbe9c060c60709a3a1c,train,Who derides Carol for trying to change Gopher Prairie?,the leading cliques,The popular people of Gopher Prairie,Who derides Carol for trying to change Gopher Prairie ?,the leading cliques,The popular people of Gopher Prairie
a71ea0ede601f09b48d88dbe9c060c60709a3a1c,train,Who derides Carol's efforts?,Leading Cliques,The people who live there,Who derides Carol s efforts ?,Leading Cliques,The people who live there
a71ea0ede601f09b48d88dbe9c060c60709a3a1c,train,Who did Carol Milford marry?,Will Kennicott,Will Kennicott.,Who did Carol Milford marry ?,Will Kennicott,Will Kennicott .
a743470139d60ce79ab225e60c80736546bf411b,train,Who wins the lives of the crew members in the game of dice?,death,Death,Who wins the lives of the crew members in the game of dice ?,death,Death
a743470139d60ce79ab225e60c80736546bf411b,train,Who are the two characters that are playing dice for the crews' and the mariner's souls?,Death and Life-in-Death,Death and a woman called Life-in-Death,Who are the two characters that are playing dice for the crews ' and the mariner s souls ?,Death and Life-in-Death,Death and a woman called Life-in-Death
a743470139d60ce79ab225e60c80736546bf411b,train,Who rescues the mariner after his ship is taken by a whirlpool?,"A hermit, a pilot and the pilot's boy",a hermit,Who rescues the mariner after his ship is taken by a whirlpool ?,"A hermit , a pilot and the pilot s boy",a hermit
a743470139d60ce79ab225e60c80736546bf411b,train,Who did the hermit's boy think the mariner was when he was rescued?,The devil,The Devil,Who did the hermit s boy think the mariner was when he was rescued ?,The devil,The Devil
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who is responsible for Bussy's destruction?,"Tamyra's husband, Montsurry.",Montsurry.,Who is responsible for Bussy s destruction ?,"Tamyra s husband , Montsurry .",Montsurry .
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who does Bussy's ghost rise and tell Clermont to punish?,Montsurry.,Montsurry,Who does Bussy s ghost rise and tell Clermont to punish ?,Montsurry .,Montsurry
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who does Clermont's strongest allegiance lie with?,"Duc de Guise, a powerful nobleman.  ",The Duc de Guise.,Who does Clermont s strongest allegiance lie with ?,"Duc de Guise , a powerful nobleman .",The Duc de Guise .
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who is suspicious of the relationship between Clermont and de Guise?,The king.,the King,Who is suspicious of the relationship between Clermont and de Guise ?,The king .,the King
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who is the political manipulator that influences the King's suspicions about Duc de Guise?,Baligny. ,Blaigny.,Who is the political manipulator that influences the King s suspicions about Duc de Guise ?,Baligny .,Blaigny .
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who is Bussy's brother?,Clermont D'Ambois.,Clermont D'Ambois,Who is Bussy s brother ?,Clermont D'Ambois .,Clermont D'Ambois
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who appears as a ghost in the story?,Bussy.,Bussy,Who appears as a ghost in the story ?,Bussy .,Bussy
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Whose relationship is viewed with suspicion by the king?,Clermont and Duc de Guise.,Clermont and Duc De Guise,Whose relationship is viewed with suspicion by the king ?,Clermont and Duc de Guise .,Clermont and Duc De Guise
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who is influenced by Baligny's mainpulations?,The king.,The king.,Who is influenced by Baligny s mainpulations ?,The king .,The king .
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who is Clermont's brother?,Bussy. ,Bussy,Who is Clermont s brother ?,Bussy .,Bussy
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who is Claremont a follower of? ,Duc de Guise. ,The Duc de Guise.,Who is Claremont a follower of ?,Duc de Guise .,The Duc de Guise .
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who does Tamyra want Clermont to take vegengence upon? ,Her husband Montsurry. ,Montsurry.,Who does Tamyra want Clermont to take vegengence upon ?,Her husband Montsurry .,Montsurry .
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who is Tymra? ,Bussey's former lover. ,Tamyra is Montsurry's wife.,Who is Tymra ?,Bussey s former lover .,Tamyra is Montsurry s wife .
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who urges suspiscion of the king? ,Baligny. ,Baligny.,Who urges suspiscion of the king ?,Baligny .,Baligny .
a7edd5dfe618e9d0fe3051af99e305362791e5e3,train,Who asks Sherlock Homes to investigate the death of Sir Charles Baskerville?,Dr. James Mortimer,Dr. James Mortimer,Who asks Sherlock Homes to investigate the death of Sir Charles Baskerville ?,Dr. James Mortimer,Dr. James Mortimer
a7edd5dfe618e9d0fe3051af99e305362791e5e3,train,Who is Selden to Mrs. Barrymore?,A brother,her brother,Who is Selden to Mrs. Barrymore ?,A brother,her brother
a7edd5dfe618e9d0fe3051af99e305362791e5e3,train,Whose initials are on the bottom of the burnt letter to Sir Charles?,L.L.,Laura Lyons,Whose initials are on the bottom of the burnt letter to Sir Charles ?,L.L .,Laura Lyons
a7edd5dfe618e9d0fe3051af99e305362791e5e3,train,Who rescues Sir Henry from the hound?,Holmes & Watson,Holmes and Watson. ,Who rescues Sir Henry from the hound ?,Holmes & Watson,Holmes and Watson .
a7edd5dfe618e9d0fe3051af99e305362791e5e3,train,Who's death does Dr. James Mortimer ask Sherlock Holmes to investigate?,Sir Charles Baskerville.,Sir Charles Baskerville. ,Who s death does Dr. James Mortimer ask Sherlock Holmes to investigate ?,Sir Charles Baskerville .,Sir Charles Baskerville .
a7edd5dfe618e9d0fe3051af99e305362791e5e3,train,Who supposedly offered his soul to the Devil?,Hugo Baskerville.,Hugo Baskerville. ,Who supposedly offered his soul to the Devil ?,Hugo Baskerville .,Hugo Baskerville .
a7edd5dfe618e9d0fe3051af99e305362791e5e3,train,Whom does Sir Henry fall in love with?,Miss Stapleton.,Miss Stapleton,Whom does Sir Henry fall in love with ?,Miss Stapleton .,Miss Stapleton
a7edd5dfe618e9d0fe3051af99e305362791e5e3,train,Who hires Sherlock Holmes to investigate the death of Sir Charles Baskerville?,Dr. James Mortimer hires Holmes to investigate Baskerville's death.,"Baskerville's friend, James Mortimer.",Who hires Sherlock Holmes to investigate the death of Sir Charles Baskerville ?,Dr. James Mortimer hires Holmes to investigate Baskerville s death .,"Baskerville s friend , James Mortimer ."
a7edd5dfe618e9d0fe3051af99e305362791e5e3,train,Who was the second man that was out on the moors the same time as Sir Henry and Watson?,"It was Sherlock Holmes, investigating the case independently.",Sherlock Holmes.,Who was the second man that was out on the moors the same time as Sir Henry and Watson ?,"It was Sherlock Holmes , investigating the case independently .",Sherlock Holmes .
a7edd5dfe618e9d0fe3051af99e305362791e5e3,train,Whose scream do Holmes and Watson hear?,"They hear the scream of the murderer Selden, who fell to his death.",Selden.,Whose scream do Holmes and Watson hear ?,"They hear the scream of the murderer Selden , who fell to his death .",Selden .
a887641959e80961ce68baaf02efa0d3f2e18daa,train,Who was the protagonist to volunteer to spy the Greek's camp?,Dolon,Dolon.,Who was the protagonist to volunteer to spy the Greek s camp ?,Dolon,Dolon .
a887641959e80961ce68baaf02efa0d3f2e18daa,train,Who was Rhessus?,The king of Trace.,The king of Thrace,Who was Rhessus ?,The king of Trace .,The king of Thrace
a887641959e80961ce68baaf02efa0d3f2e18daa,train,Who Rhessus's men blamed for his death?,They balmed Hector,Hector,Who Rhessus s men blamed for his death ?,They balmed Hector,Hector
a887641959e80961ce68baaf02efa0d3f2e18daa,train,Who ultimately kills Rhesus?, Diomedes.,Diomedes,Who ultimately kills Rhesus ?,Diomedes .,Diomedes
a887641959e80961ce68baaf02efa0d3f2e18daa,train,Who did the Trojans first blame for Rhesus' death?,Hector.,Hector,Who did the Trojans first blame for Rhesus ' death ?,Hector .,Hector
a887641959e80961ce68baaf02efa0d3f2e18daa,train,Who stole Rhesus' horses?,Odysseus.,Odysseus,Who stole Rhesus ' horses ?,Odysseus .,Odysseus
a887641959e80961ce68baaf02efa0d3f2e18daa,train,Who suggest that they spy on the Greek camp?,Aeneas,Aeneas,Who suggest that they spy on the Greek camp ?,Aeneas,Aeneas
a887641959e80961ce68baaf02efa0d3f2e18daa,train,Who volunteers to spy on the Greeks?,Dolon,Dolan,Who volunteers to spy on the Greeks ?,Dolon,Dolan
a887641959e80961ce68baaf02efa0d3f2e18daa,train,Who is the king of Thrace?,Rhesus,Rhesus,Who is the king of Thrace ?,Rhesus,Rhesus
a887641959e80961ce68baaf02efa0d3f2e18daa,train,Who attacked Rhesus' kingdom?,The Scythians,odysseus,Who attacked Rhesus ' kingdom ?,The Scythians,odysseus
a887641959e80961ce68baaf02efa0d3f2e18daa,train,Who guides Diomeses into Rhesus' quarters?,Athena,Athena,Who guides Diomeses into Rhesus ' quarters ?,Athena,Athena
a887641959e80961ce68baaf02efa0d3f2e18daa,train,Who exposes the guilty parties?,The mother of Rhesus,Hector,Who exposes the guilty parties ?,The mother of Rhesus,Hector
a8a662512e730c20619ab94ebdd86b19d7eeef7c,train,Who owns the house where the two priests live?,Sophie Gamard,The spinster Sophie Gamard.,Who owns the house where the two priests live ?,Sophie Gamard,The spinster Sophie Gamard .
a8a662512e730c20619ab94ebdd86b19d7eeef7c,train,Who becomes the Vicar-General of the Tours diocese?,Troubert,Troubert becomes the vicar-general.,Who becomes the Vicar-General of the Tours diocese ?,Troubert,Troubert becomes the vicar-general .
a8a662512e730c20619ab94ebdd86b19d7eeef7c,train,Who owns the house where Birotteau and Troubert reside?,Sophie Gamard.,Sophie gamard,Who owns the house where Birotteau and Troubert reside ?,Sophie Gamard .,Sophie gamard
a8a662512e730c20619ab94ebdd86b19d7eeef7c,train,Who winds up in Birotteau's vacant apartment?,Troubert,Troubert ends up in Birotteau's vacant apartment.,Who winds up in Birotteau s vacant apartment ?,Troubert,Troubert ends up in Birotteau s vacant apartment .
a8a662512e730c20619ab94ebdd86b19d7eeef7c,train,Who's lawyer serves Birotteau with possession papers?,Mlle Gamard.,landlady's lawyer,Who s lawyer serves Birotteau with possession papers ?,Mlle Gamard .,landlady s lawyer
a8a662512e730c20619ab94ebdd86b19d7eeef7c,train,Who becomes Bishop of Troyes?,Troubert. ,Hyacinthe Troubert,Who becomes Bishop of Troyes ?,Troubert .,Hyacinthe Troubert
a8a662512e730c20619ab94ebdd86b19d7eeef7c,train,Who is the crabby spinster? ,Sophie Garnard,Sophie Gamard,Who is the crabby spinster ?,Sophie Garnard,Sophie Gamard
a8a662512e730c20619ab94ebdd86b19d7eeef7c,train,Who takes over Birotteau's quarters when he goes away for a break? ,Troubert,Mlle Gamard,Who takes over Birotteau s quarters when he goes away for a break ?,Troubert,Mlle Gamard
a8a662512e730c20619ab94ebdd86b19d7eeef7c,train,Who is demoted to a poorer parish? ,Birotteau,Birotteau,Who is demoted to a poorer parish ?,Birotteau,Birotteau
a8a662512e730c20619ab94ebdd86b19d7eeef7c,train,Who is promoted to vicar? ,Troubert,Troubert.,Who is promoted to vicar ?,Troubert,Troubert .
a8a662512e730c20619ab94ebdd86b19d7eeef7c,train,Who had Birotteau sign the document that forfeited his worldly goods? ,Sophie Garnard,Mile Gamard,Who had Birotteau sign the document that forfeited his worldly goods ?,Sophie Garnard,Mile Gamard
a8a662512e730c20619ab94ebdd86b19d7eeef7c,train,Who serves Birotteau the possession order? ,His landlandy's lawyer,landlady's lawyer,Who serves Birotteau the possession order ?,His landlandy s lawyer,landlady s lawyer
a8a9976abcdea78a876f01bb592a693f4befb419,train,Who injures Auriol Darcy?,Baldred,Baldred,Who injures Auriol Darcy ?,Baldred,Baldred
a8a9976abcdea78a876f01bb592a693f4befb419,train,Who does Auriol want to marry?,Elizabeth Talbot,Elizabeth Talbot,Who does Auriol want to marry ?,Elizabeth Talbot,Elizabeth Talbot
a8a9976abcdea78a876f01bb592a693f4befb419,train,Who helps the group find Ebba?,Flapdragon,Flapdragon,Who helps the group find Ebba ?,Flapdragon,Flapdragon
a8a9976abcdea78a876f01bb592a693f4befb419,train,Who is the King of England?,James I,James I,Who is the King of England ?,James I,James I
a8a9976abcdea78a876f01bb592a693f4befb419,train,Who is trapped in the pit?,"Thorneycroft, Tinker, and Sandman",Tinker and Sandman,Who is trapped in the pit ?,"Thorneycroft , Tinker , and Sandman",Tinker and Sandman
a8a9976abcdea78a876f01bb592a693f4befb419,train,Who did Tinker and Sandman carry to Mr. Thorneycroft's house?,Auriol,A gentleman.,Who did Tinker and Sandman carry to Mr. Thorneycroft s house ?,Auriol,A gentleman .
a8a9976abcdea78a876f01bb592a693f4befb419,train,Who is Rougemont's second victim? ,Clara Paston. ,Clara Patson,Who is Rougemont s second victim ?,Clara Paston .,Clara Patson
a8a9976abcdea78a876f01bb592a693f4befb419,train,Who attempts to help them find Ebba? ,Flapdragon. ,flapdragon,Who attempts to help them find Ebba ?,Flapdragon .,flapdragon
a8a9976abcdea78a876f01bb592a693f4befb419,train,Who is impenetrable by bullets? ,Cyprian Rougemont. ,Rougemont,Who is impenetrable by bullets ?,Cyprian Rougemont .,Rougemont
a8a9976abcdea78a876f01bb592a693f4befb419,train,Who is the iron-scrap dealer? ,Mr. Thorneycroft. ,Mr. Thorneycroft,Who is the iron-scrap dealer ?,Mr. Thorneycroft .,Mr. Thorneycroft
a8a9976abcdea78a876f01bb592a693f4befb419,train,Who appeared to Cyprian Rougemont in a dream? ,Satan. ,satan,Who appeared to Cyprian Rougemont in a dream ?,Satan .,satan
a8e98a0a5f40a1eaa07a6219130671a51ea6eaac,train,Who is Madame Raquin's son?,Camille,Camille.,Who is Madame Raquin s son ?,Camille,Camille .
a8e98a0a5f40a1eaa07a6219130671a51ea6eaac,train,Who is Laurent?,Camille's childhood friend.,A childhood friend of Camille and Therese's affair partner.,Who is Laurent ?,Camille s childhood friend .,A childhood friend of Camille and Therese s affair partner .
a92d15a67e802a1ab4fbaeecb6b58914690059f8,train,Who felt jilted from the marriage of Adolphus Crosbie and Lily?,John Eames,John Eames.,Who felt jilted from the marriage of Adolphus Crosbie and Lily ?,John Eames,John Eames .
a92d15a67e802a1ab4fbaeecb6b58914690059f8,train,Who did Belle refuse to marry?,cousin Bernard,her cousin Bernard,Who did Belle refuse to marry ?,cousin Bernard,her cousin Bernard
a92d15a67e802a1ab4fbaeecb6b58914690059f8,train,Who did Bell marry?,Dr. Crofts,dr crofts,Who did Bell marry ?,Dr. Crofts,dr crofts
a92d15a67e802a1ab4fbaeecb6b58914690059f8,train,Who is the owner of the Small House at Allington?,Christopher Dale,"Christopher Dale, Squire of Allington",Who is the owner of the Small House at Allington ?,Christopher Dale,"Christopher Dale , Squire of Allington"
a92d15a67e802a1ab4fbaeecb6b58914690059f8,train,Who is the Squire of Allington?,Christopher Dale.,christopher dale,Who is the Squire of Allington ?,Christopher Dale .,christopher dale
a92d15a67e802a1ab4fbaeecb6b58914690059f8,train,Who proposes to Lily Dale?,Adolphus Crosbie.,adolphus,Who proposes to Lily Dale ?,Adolphus Crosbie .,adolphus
a92d15a67e802a1ab4fbaeecb6b58914690059f8,train,Who lives in the Small House at Allington?,The Dale family,the dale family and his sister in law and her two daughters.,Who lives in the Small House at Allington ?,The Dale family,the dale family and his sister in law and her two daughters .
a92d15a67e802a1ab4fbaeecb6b58914690059f8,train,Who was the Small House intended for?,the widowed mother (Dowager) of the estate owner,widowed mother dowager.,Who was the Small House intended for ?,the widowed mother ( Dowager ) of the estate owner,widowed mother dowager .
a92d15a67e802a1ab4fbaeecb6b58914690059f8,train,Who is the squire of Allington?,Christopher Dale,Chistopher Dale,Who is the squire of Allington ?,Christopher Dale,Chistopher Dale
a92d15a67e802a1ab4fbaeecb6b58914690059f8,train,Who did Dale Allocate the Small house to after his mother died?,his widowed sister-in-law and her daughters,His sister in law,Who did Dale Allocate the Small house to after his mother died ?,his widowed sister-in-law and her daughters,His sister in law
a92d15a67e802a1ab4fbaeecb6b58914690059f8,train,Who loves Lily in secret?,John Eames,John Eames,Who loves Lily in secret ?,John Eames,John Eames
a92d15a67e802a1ab4fbaeecb6b58914690059f8,train,Who is Bell in love with?,Dr. James Crofts,james crofts,Who is Bell in love with ?,Dr. James Crofts,james crofts
a92d15a67e802a1ab4fbaeecb6b58914690059f8,train,Who proposes marriage to Lily?,Adolphus Crosbie,Adolphus. ,Who proposes marriage to Lily ?,Adolphus Crosbie,Adolphus .
a92d15a67e802a1ab4fbaeecb6b58914690059f8,train,Who does Bell marry?,Dr. James Crofts,Dr. James Crofts,Who does Bell marry ?,Dr. James Crofts,Dr. James Crofts
a9498e8974748cf3d5b25e455138591a6da4cf5e,train,Who owns the Wellington newspaper?,Major Carteret,Major Carteret,Who owns the Wellington newspaper ?,Major Carteret,Major Carteret
a9498e8974748cf3d5b25e455138591a6da4cf5e,train,Who courts Clara?,Tom Delamere,Ton Delamere.,Who courts Clara ?,Tom Delamere,Ton Delamere .
a9498e8974748cf3d5b25e455138591a6da4cf5e,train,Who was accused of murdering Polly?,Sandy Campbell,Sandy Campbell.,Who was accused of murdering Polly ?,Sandy Campbell,Sandy Campbell .
a9498e8974748cf3d5b25e455138591a6da4cf5e,train,Who did William Miller tell that stopped Sandy from being lynched?,Old Mr. Delamere,tom delamere,Who did William Miller tell that stopped Sandy from being lynched ?,Old Mr. Delamere,tom delamere
